raw,processed,label
pernah berganti merk; tp malah bikin cape soalnya ngebilasnya harus lebih banyak dr biasanya...dan jd boros air..kalau sama rinso cair ini cuma 2 kali bilas udah bening,pernah ganti merk tapi bahkan buat lelah soal ngebilasnya harus lebih banyak dari biasa dan jadi boros air kalau sama rinso cair ini cuma kali bilas sudah bening,1
barang yg alin TDK ada yang ngantar sambil marah2 di komplen Krn barang yg lain ga ada di tolak dan uang TDK kembali,barang yang alin tidak ada yang antar sambil marah di komplen karena barang yang lain tidak ada di tolak dan uang tidak kembali,0
respon cepat; pengemasan aman di lapisin bubble wrap; barang aman smapai tujuan.,respon cepat emas aman di lapisin bubble wrap barang aman smapai tuju,1
Packing aman. Produk sesuai pesanan.,packing aman produk sesuai pesan,1
terjadi keterlambatan pengiriman paket oleh kurir; jadi percuma pilih kurir yang lebih cepat. sampenya sama dengan reguler yang free ongkir. di chat cs-nya juga gabisa berbuat apa2 ; hasilnya saya tidak membawa pergi produk untuk perjalanan saya. ,jadi lambat kirim paket oleh kurir jadi percuma pilih kurir yang lebih cepat sampenya sama dengan reguler yang bebas ongkos kirim di chat cs nya juga tidak bisa buat apa hasil saya tidak bawa pergi produk untuk jalan saya,0
Pengiriman kurir anteraja lama sekali ke Jakarta timur; order tanggal 26 Januari pagi sampe tujuan tgl 1 februari siang 🙂,kirim kurir anteraja lama sekali ke jakarta timur order tanggal januari pagi sampai tuju tanggal februari siang,0
produk sesuai pesanan; Murah ;berkualitas ;packing rapi..makasih store,produk sesuai pesan murah kualitas packing rapi terima kasih store,1
Packaging bagus sih pake kardus rapi cuman pengiriman lama pake anter aja pdhl cmn jkt doang; harga murah dpt flash sale..produk ok ,packaging bagus sih pakai kardus rapi hanya kirim lama pakai antar saja padahal cuman jakarta doang harga murah dapat flash sale produk ok,1
sempat kurang terima wipol wipes-nya; tapi dikirim ulang sama seller. botol vixal-nya agak bocor dikit.,sempat kurang terima wipol wipes nya tapi kirim ulang sama seller botol vixal nya agak bocor dikit,0
Barang sampai tujuan dengan selama packing bagus,barang sampai tuju dengan lama packing bagus,1
Barang diterima dengan baik.. thanks ,barang terima dengan baik terima kasih,1
lama banget nyampenya baru nyampe setelah 5 harian ,lama banget sampai baru sampai telah hari,0
Produk ini tidak di kirim saya tidak terima pepsodent nya hanya terima rinso nya saja..,produk ini tidak di kirim saya tidak terima pepsodent nya hanya terima rinso nya saja,0
Cashback dibatalkan sepihak oleh toped ,cashback batal pihak oleh toped,0
barang diterima kondisi rusak; banyak ceceran kecap. seller tidak responsif,barang terima kondisi rusak banyak cecer kecap seller tidak responsif,0
ya allah lamanya keterlaluan; smoga lebih cepat lagi,iya allah lama terlalu moga lebih cepat lagi,0
Pesen yg habatussaudah yg dikirim malah jeruk nipis,pesan yang habatu audah yang kirim bahkan jeruk nipis,0
kemasan agak terbuka,kemas agak buka,1
Barang sesuai deskripsi.,barang sesuai deskripsi,1
thank you seller.. barang original.. speedy delivery..,thank you seller barang original speedy delivery,1
mantab; puas terus belanja disini,mantab puas terus belanja sini,1
ini juga mahal; padahal katanya promo. Murahan ditempat lain. Tidak mau lagi beli dari unilever.,ini juga mahal padahal kata promo murah tempat lain tidak mau lagi beli dari unilever,0
pengiriman super cepat. kualitas produk sangat bagus. harga produk sangat baik thx,kirim super cepat kualitas produk sangat bagus harga produk sangat baik terimakasih,1
Dtgnya ceepeet bgt dan harga murce !,dtgnya ceepeet banget dan harga murce,1
Pernah gak sih kamu ngerasa ketiak kamu basah terus dan baunya gak banget?? Itu mah yg aku alami dulu; tapi skrg gak lagi.. krna skrg udh ada deodorant yg menjawab itu semua.. yaitu Rexona Men lime cool fresh.. skuy lah dicoba gaperlu bnyk testimoni.. nnti dibilang ngiklan 🤣🤣 #HTCIDxREXONAMEN #LibasSemua,pernah enggak sih kamu rasa ketiak kamu basah terus dan bau enggak banget itu mah yang saya alami dulu tapi sekarang enggak lagi karena sekarang udah ada deodorant yang jawab itu semua yaitu rexona men lime cool fresh yuk lah coba gaperlu banyak testimoni nanti bilang ngiklan htcidxrexonamen liba emua,1
barang &amp; pengiriman baik sekali ,barang amp kirim baik sekali,1
respon seller cepat dan ramah; pengirimannya juga cepat. produknya bagus; thank you,respon seller cepat dan ramah kirim juga cepat produk bagus thank you,1
akhirnya datang juga...lama pakai banget pengiriman nya hampir 1minggu,akhir datang juga lama pakai banget kirim nya hampir minggu,0
saya sudah jadi pembeli Official store ini lebih dari 3 kali. transaksi saya diatas 500 ribu tiap bulan.  jika komplain hanya mendapatkan informasi yang kurang mengesankan; ya anggaplah amal.,saya sudah jadi beli official store ini lebih dari kali transaksi saya atas ribu tiap bulan jika komplain hanya dapat informasi yang kurang kesan iya anggap amal,0
Wanginya terlalu menyengat,wangi terlalu sengat,0
2x pengiriman kaleng ada yg penyok terus. ,kali kirim kaleng ada yang penyok terus,0
Sdh pembelian yg ke 3. Packing ok,sudah beli yang ke packing ok,1
Brg nya aman dan packaging rapi; tp sayang pengiriman agak lama..entah dr vendor shipment nya atau gmnn..,bareng nya aman dan packaging rapi tapi sayang kirim agak lama tidak tahu dari vendor shipment nya atau gmnn,1
pengiriman sangat lama.  kecewa aku,kirim sangat lama kecewa saya,0
Banyak yang penyok; udah bener dulu di packing kardus; sekarang cuma bubble wrap aja.,banyak yang penyok sudah benar dulu di packing kardus sekarang cuma bubble wrap saja,0
Mantap barang sesuai pesanan,mantap barang sesuai pesan,1
Kirimnya lama; sampe gua lupa,kirim lama sampai aku lupa,0
Pengiriman sangat lama. Begitu di chat baru sampai barangnya.,kirim sangat lama begitu di chat baru sampai barang,0
produk baik; packaging baik; seller cukup responsif; hanya proses agak lama; kirim lebih lama slagi. pilih dikirim dgn kurir toko taunya seller kerjasama dgn w*h*n* express. tangerang - bekasi 3 hari aja sampenya.,produk baik packaging baik seller cukup responsif hanya proses agak lama kirim lebih lama slagi pilih kirim dengan kurir toko tau seller kerjasama dengan aku h dan expre tangerang bekas hari saja sampenya,0
produk bagus; sayangnya pelayanan; proses; sampai pengiriman lama. Jadi kalau butuh cepat; lebih baik pesan ditempat lain.,produk bagus sayang layan proses sampai kirim lama jadi kalau butuh cepat lebih baik pesan tempat lain,0
Kemasan bocor; niatnya dapat murah jadinya mahal T.T,kemas bocor niat dapat murah jadi mahal t t,0
Packing royco kok disatukan sama vixal dalam bungkus buble wrap; setidaknya kalo mau satu kardus dibikin dua buntel buble wrap berbeda,packing royco kok satu sama vixal dalam bungkus buble wrap tidak jika mau satu kardus bikin dua buntel buble wrap beda,0
barang yg diterima ga lengkap; proses dan pengiriman lama 👎,barang yang terima tidak lengkap proses dan kirim lama,0
koko dulu baru semangat sekolah,koko dulu baru semangat sekolah,1
Kemasan barang kotor,kemas barang kotor,0
Susunya byk yg pd penyok2. beli 20 yg penyok parah 4 dan mulus jg cm 4 sisanya penyok dikit2.  sorry jd agak kecewa pdhal.dah jd langganan beli produknya yg lain .,susu banyak yang pada penyok beli yang penyok parah dan mulus juga cuma sisa penyok dikit maaf jadi agak kecewa padahal sudah jadi langgan beli produk yang lain,0
Pengiriman sangat lama. Begitu di chat baru sampai barangnya.,kirim sangat lama begitu di chat baru sampai barang,0
Sori saya ubah penilaian trnyata pas dibuka bnyk yg tumpah 😞😞,sori saya ubah nilai nyata pas buka banyak yang tumpah,0
Barang sesuai deskripsi ; packing aman,barang sesuai deskripsi packing aman,1
Tiba dgn aman dan komplit. Thx,tiba dengan aman dan komplit terimakasih,1
Tolong packagingnya dibagusin gan. Produk tiba dgn kondisi bocor banyak; jadi sempat ragu. Utk kelas official store packagingnya mengecewakan.,tolong packagingnya dibagusin juragan produk tiba dengan kondisi bocor banyak jadi sempat ragu untuk kelas official store packagingnya kecewa,0
6 hari baru sampe. barang oke. ,hari baru sampai barang oke,0
pengiriman agak lambat. beli tgl 26 baru tiba tgl 3 mei,kirim agak lambat beli tanggal baru tiba tanggal mei,1
Kurir AnterAja lamaaaaaa…. Barang biasa paling cuma 2 hari sdh sampai ke tangan ini bisa2nya sampe 4 hari.,kurir anteraja lama barang biasa paling cuma hari sudah sampai ke tangan ini bisa nya sampai hari,0
pengiriman lambat bgt tidak sesuai jadwal,kirim lambat banget tidak sesuai jadwal,0
Mantaappp; barang bagus. Packing rapi cuma expedisinya lama bgt. Respon seller sangat baik. Thanks,mantap barang bagus packing rapi cuma expedisinya lama banget respon seller sangat baik terima kasih,1
Produk sesuai deskripsi; produk sesuai gambar; harga produk terjangkau; dikemas baik; pengiriman cepat; seller responsif,produk sesuai deskripsi produk sesuai gambar harga produk jangkau kemas baik kirim cepat seller responsif,1
Oke tapi kaleng banyak yg penyok,oke tapi kaleng banyak yang penyok,1
pengemasan cepat; packing aman barang sampai dengan selamat 👍,emas cepat packing aman barang sampai dengan selamat,1
ga ada segelnya jadi tumpah 😂,tidak ada segel jadi tumpah,0
aku pecinta Nescafe black asli no sugar... ini coba rasa baru... rasanya pas bgt..tetep ada rasa original kopi  pahit..ada rasa buahnya..ada manisnya PAS bgt pokoknya,saya cinta nescafe black asli no sugar ini coba rasa baru rasa pas banget tetap ada rasa original kopi pahit ada rasa buah ada manis pas banget pokok,1
Produk sesuai dan pengiriman lumayan cepet. ,produk sesuai dan kirim lumayan cepat,1
Barang kosong tidak ada konfirmasi...,barang kosong tidak ada konfirmasi,0
Pengirimannya lama dgn kurir toko; perlu di follow up berkali kali hingga buat komplain. ,kirim lama dengan kurir toko perlu di follow up kali kali hingga buat komplain,0
Barang sesuai; packaging rapih; dan barang sampai tepat waktu. Thanks👍🏼,barang sesuai packaging rapi dan barang sampai tepat waktu terima kasih,0
Kualitas ok;  Ekpedisi mengecewakan.  Ga bisa diharapkan,kualitas ok ekpedisi kecewa tidak bisa harap,0
Kok gaada  bonus tambahan ya ,kok tidak ada bonus tambah iya,0
meskipun ada yg tumpah; tp dikasih hadiahh .. thanksss,meski ada yang tumpah tapi kasih hadiahh terima kasih,1
Penyok semua kalengnya satupun tdk ada yg mulus; packing bagus dan rapi.,penyok semua kaleng satu tidak ada yang mulus packing bagus dan rapi,0
Produk sesuai dgn pesanan,produk sesuai dengan pesan,1
lama banget prosesnya,lama banget proses,0
quantity tidak sesuai deskripsi,quantity tidak sesuai deskripsi,0
Barang sudah diterima dengan baik,barang sudah terima dengan baik,1
Barang top; packing mantap; dpt bonus tas juga; yg kurang hanya di proses/pengiriman nya saja; mohon bisa ditingkatkan,barang top packing mantap dapat bonus tas juga yang kurang hanya di proses kirim nya saja mohon bisa tingkat,0
Respon oke; produk sesuai deskripsi; packing aman. Sayang uang retur barangnya ga diganti.,respon oke produk sesuai deskripsi packing aman sayang uang retur barang tidak ganti,1
Barang nya ga dikirim padahal kurir toko; ga bisa komplain karena tidak ada video unboxing. Ya nasib lah; soalnya sejak pandemi boro2 pegang hp pas buka kiriman; dus aja disemprot; buka pakai gunting khusus (setelah itu cuci) pakai sarung tangan; sudah riweh lah,barang nya tidak kirim padahal kurir toko tidak bisa komplain karena tidak ada video unboxing iya nasib lah soal sejak pandemi jangan pegang handphone pas buka kirim dus saja semprot buka pakai gunting khusus telah itu cuci pakai sarung tangan sudah ribet lah,0
Recomended seller can be Trust. Thank You,recomended seller belum be trust thank you,1
Sudah beberapa kali beli disini; respon bagus; packaging rapi; cepat sampai. Tapi kali ini kecewa. 1600ml 3 pouch di bubble wrap Jadi 1; ada yang pecah saat terima. Biasanya pouch 755ml aja di bungkus per 2 pouch. Sudah percaya sama seller jadi ndak video unboxing. ,sudah beberapa kali beli sini respon bagus packaging rapi cepat sampai tapi kali ini kecewa ml pouch di bubble wrap jadi ada yang pecah saat terima biasa pouch ml saja di bungkus per pouch sudah percaya sama seller jadi tidak video unboxing,0
Saya beli shampoo 2 buah; tapi yg dikirim 1 buah shampoo dan 1 buah lagi bodywash yang harganya lebih murah. Penjual gak jujur.. ,saya beli shampoo buah tapi yang kirim buah shampoo dan buah lagi bodywash yang harga lebih murah jual enggak jujur,0
Barang bagus; pengiriman cepat,barang bagus kirim cepat,1
Ada bonus sunlight 👍🏼,ada bonus sunlight,1
pengiriman sangat cepat ;;;,kirim sangat cepat,1
produk dikirim cpt dan aman.. makasih seller,produk kirim cepat dan aman terima kasih seller,1
Packing aman dan barang diterima dengan baik..terima kasih.,packing aman dan barang terima dengan baik terima kasih,1
cepat sampai..pengiriman aman,cepat sampai kirim aman,1
pengiriman cepat sehari; pagi order sore sampe. sebenarnya harga normal ya tp kenapa masuk ke flashsale; efeknya keburu². di iklan 1 sublight 755ml + 10pcs wet tissue. terbaca oleh saya artinya 10 bks tisu bukan 10lbr dalam 1bks hahaha... gitudeh kalo flashsale dibikin cepet jd gateliti. soalnya kmrn mmg dpt barang murah bgt cm 100 perak tp kudu cepet,kirim cepat hari pagi order sore sampai benar harga normal iya tapi kenapa masuk ke flashsale efek lanjur di iklan sublight ml pcs wet ti ue baca oleh saya arti bks tisu bukan lbr dalam bks hahaha gitudeh jika flashsale bikin cepat jadi gateliti soal kemarin memang dapat barang murah banget cuma perak tapi harus cepat,0
Mantap dan sesuai,mantap dan sesuai,1
Biarkan bintang yg bicara.....Top Markotop,biar bintang yang bicara top markotop,1
Soal produk udah pasti bagus. Unilever gitu loh. Cuma; mendingan gak ikutin saran pakai kurir toko deh. Sama sekali GAK ADA UPDATE status barang sampai mana sampai seminggu . Udah tiba pun ghoib. Tinggal di apartemen kan gak terima sendiri ya barangnya. Gak ada notif mana tau. Sampai kesel kirain belum sampai. Taunya dikirim pakai jasa kurir luar juga. Mending dr awal pilih begitu. Jelas update status pengirimannya. ,soal produk sudah pasti bagus unilever begitu loh cuma mending enggak ikut saran pakai kurir toko deh sama sekali enggak ada update status barang sampai mana sampai minggu sudah tiba pun ghoib tinggal di apartemen kan enggak terima sendiri iya barang enggak ada notif mana tahu sampai kesal ira belum sampai tau kirim pakai jasa kurir luar juga lebih baik dari awal pilih begitu jelas update status kirim,0
Ok sesuai pesanan,ok sesuai pesan,1
barang ok; tapi diurusnya lama banget  sama2 tangsel tapi hampir seminggu,barang ok tapi urus lama banget sama tangsel tapi hampir minggu,0
pengemasan super aman; pengiriman cukup cepat. produk oke; ga bikin tangan gradakan. top.,emas super aman kirim cukup cepat produk oke tidak buat tangan gradakan top,1
Sesuai pesanan; packing rapi,sesuai pesan packing rapi,0
Thanks promonya unilever store.,terima kasih promonya unilever store,1
Tutup mudah terbuka; sehingga saat pengiriman tumpah dan merusak dus pasta gigi. Claim ditolak dg alasan kesalahan dr pengirim barang. ,tutup mudah buka sehingga saat kirim tumpah dan rusak dus pasta gigi claim tolak dengan alas salah dari kirim barang,0
Pengiriman lama; tutup botol sabun gk terlalu rapet jadi bocor,kirim lama tutup botol sabun gak terlalu rapet jadi bocor,0
produk bagus tapi pelayanannya gak banget. cukup sekian dan terimakasih.,produk bagus tapi layan enggak banget cukup sekian dan terimakasih,0
Alhamdulillah barang sudah sampai dan sesuai dengan pesanan 👍👍 terima kasih buat seller yg amanah terima kasih buat kurir; tp lain kali buat kurir kalo nganter paket pas udah sampe tujuan tolong paket jangan di banting &amp; di lempar;; tunggu sampai customer keluar utk menerima paketnya; jika si customer TDK keluar ruangan utk menerima paket; tolong paket di taruh yg baik dan benar sesuai SOP jasa pengiriman  terima kasih 🙏🙏,alhamdulillah barang sudah sampai dan sesuai dengan pesan terima kasih buat seller yang amanah terima kasih buat kurir tapi lain kali buat kurir jika nganter paket pas sudah sampai tuju tolong paket jangan di banting amp di lempar tunggu sampai customer keluar untuk terima paket jika sih customer tidak keluar ruang untuk terima paket tolong paket di taruh yang baik dan benar sesuai sop jasa kirim terima kasih,1
